id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,lat,long,observe_timestamp,filename
728683,2014-06-01,2014-06-01,,Paris,7033,sara4,2014-06-10 08:49:39 UTC,2020-08-07 23:27:34 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/728683,http://static.inaturalist.org/photos/915326/medium.jpg,,,,2,0,False,,"England, GB",51.5794583348,-1.0648940558,,26196,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.5794583348,-1.0648940558,2014-06-01,photo_0.png
728693,2014-06-01,2014-06-01,,Paris,7033,sara4,2014-06-10 09:24:23 UTC,2020-08-07 04:28:10 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/728693,http://static.inaturalist.org/photos/915338/medium.jpg,,,another red kite.  ,1,0,False,,"England, GB",51.4962328378,-1.1222557651,,26196,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.4962328378,-1.1222557651,2014-06-01,photo_1.png
837620,2014-08-17,2014-08-17,,London,7033,sara4,2014-08-19 09:34:27 UTC,2020-08-07 06:16:19 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/837620,http://static.inaturalist.org/photos/1060606/medium.jpg,,,,1,0,False,,"England, GB",51.7199052764,-0.7028611083,3311.0,26164,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.7199052764,-0.7028611083,2014-08-17,photo_2.png
837621,2014-08-17,2014-08-17,,London,7033,sara4,2014-08-19 09:36:30 UTC,2020-04-24 20:14:43 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/837621,http://static.inaturalist.org/photos/1060608/medium.jpg,,,,3,0,False,,"England, GB",51.6681290508,-0.6403686033,,26164,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.6681290508,-0.6403686033,2014-08-17,photo_3.png
1544323,2013-05-18,2013-05-18,,Europe/London,105387,photodave,2015-05-25 21:55:41 UTC,2020-08-06 17:00:54 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1544323,https://inaturalist-open-data.s3.amazonaws.com/photos/1912983/medium.jpg,,,This is a montage of a single Red Kite in flight.,1,0,False,62.0,"Buckinghamshire, England, GB",51.7265099263,-0.6749215682,,26164,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.7265099263,-0.6749215682,2013-05-18,photo_4.png
2080081,2015-10-03,2015-10-03,,London,7033,sara4,2015-10-06 09:16:07 UTC,2016-06-24 19:38:14 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2080081,http://static.inaturalist.org/photos/2486707/medium.jpg,,,,1,0,False,,"England, GB",51.5873585875,-1.1238670456,,26196,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.5873585875,-1.1238670456,2015-10-03,photo_5.png
4412287,2016-04-10 11:08:07,2016-04-10,2016-04-10 21:08:07 UTC,Hawaii,354498,paul127,2016-10-22 14:19:55 UTC,2020-08-07 14:09:33 UTC,research,,http://www.inaturalist.org/observations/4412287,http://static.inaturalist.org/photos/5302303/medium.jpg,,,"Stokenchurch ,UK.",2,0,False,,"England, GB",51.6006578343,-0.8984458266,,26164,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.6006578343,-0.8984458266,2016-04-10,photo_6.png
4617084,2016-04-10 11:06:06,2016-04-10,2016-04-10 21:06:06 UTC,Hawaii,354498,paul127,2016-11-22 20:38:10 UTC,2020-08-07 15:07:43 UTC,research,,http://www.inaturalist.org/observations/4617084,http://static.inaturalist.org/photos/5585897/medium.jpg,,,"Stokenchurch ,UK",4,0,False,,"England, GB",51.7206564501,-0.8599878995,,26164,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.7206564501,-0.8599878995,2016-04-10,photo_7.png
9241053,Sat Dec 23 2017 13:53:23 GMT+0000 (GMT),2017-12-23,2017-12-23 13:53:23 UTC,UTC,677988,mt34thomas,2017-12-23 13:55:50 UTC,2019-02-21 22:37:06 UTC,research,,https://www.inaturalist.org/observations/9241053,https://static.inaturalist.org/photos/12509016/medium.jpg,,,,4,0,False,3.0,"England, GB",51.7164660187,-0.5114519765,30.0,26164,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.7164660187,-0.5114519765,2017-12-23,photo_8.png
9392441,2017-10-01 5:00:00 pm CEST,2017-10-01,2017-10-01 15:00:00 UTC,Paris,741111,dancunningham,2018-01-07 12:59:12 UTC,2018-12-09 15:18:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/9392441,https://inaturalist-open-data.s3.amazonaws.com/photos/12762605/medium.jpeg,,,Two red kites flying really low over the town and calling. Amazing sight! ,2,0,False,2.0,"England, GB",51.7294444523,-0.7914467483,4128.0,26164,obscured,obscured,True,gps,gps,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.7294444523,-0.7914467483,2017-10-01,photo_9.png
10024982,2012/08/05 1:17 PM BST,2012-08-05,2012-08-05 12:17:00 UTC,Europe/London,215911,rjdee88888,2018-02-27 23:29:41 UTC,2018-12-05 17:40:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/10024982,https://inaturalist-open-data.s3.amazonaws.com/photos/13787357/medium.jpeg,,,,4,0,False,,"Buckinghamshire, England, GB",51.6279229147,-0.6871153438,5.0,26164,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.6279229147,-0.6871153438,2012-08-05,photo_10.png
12360028,Fri Mar 23 2018 07:09:23 GMT-0400 (EDT),2018-03-23,2018-03-23 11:09:23 UTC,Eastern Time (US & Canada),743607,orestesmelendez,2018-05-11 20:20:33 UTC,2018-10-15 12:08:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/12360028,https://inaturalist-open-data.s3.amazonaws.com/photos/17803357/medium.jpg,,,"Red kite (raptor, bird of prey), common in the Marlow area; thanks to those helping identifying it",5,0,False,3.0,"England, GB",51.556216232,-0.7357203652,5.0,26196,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.556216232,-0.7357203652,2018-03-23,photo_11.png
13152396,2018-06-02 10:14:27 am BST,2018-06-02,2018-06-02 10:14:27 UTC,UTC,1008991,lorenkeeble,2018-06-05 19:45:25 UTC,2018-06-06 12:20:43 UTC,research,,https://www.inaturalist.org/observations/13152396,https://static.inaturalist.org/photos/19187201/medium.jpeg,,,,2,0,False,2.0,"Buckinghamshire, England, GB",51.6738510321,-0.7403366817,,26164,,obscured,True,gps,gps,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.6738510321,-0.7403366817,2018-06-02,photo_12.png
14034590,2018-06-23 10:11:49 am BST,2018-06-23,2018-06-23 08:11:49 UTC,Brussels,63000,qgroom,2018-07-04 07:25:36 UTC,2018-07-04 10:18:07 UTC,research,CC0,https://www.inaturalist.org/observations/14034590,https://inaturalist-open-data.s3.amazonaws.com/photos/20768462/medium.jpeg,,,,2,0,False,2.0,"England, GB",51.500901128,-0.6781824643,,26196,,obscured,True,gps,gps,Milhafre-real,Milvus milvus,Rotmilan,Aves,5267,51.500901128,-0.6781824643,2018-06-23,photo_13.png
14048002,2016/05/28 3:07 PM BST,2016-05-28,2016-05-28 14:07:00 UTC,London,1058617,jevans999,2018-07-04 18:00:00 UTC,2018-07-04 18:48:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/14048002,https://inaturalist-open-data.s3.amazonaws.com/photos/20786810/medium.jpeg,,,,4,0,False,,"England, GB",51.5625442911,-0.8474790516,3258.0,26196,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.5625442911,-0.8474790516,2016-05-28,photo_14.png
15199229,2018-08-01 3:30:00 p.m. BST,2018-08-01,2018-08-01 15:30:00 UTC,UTC,1128597,lindsey92,2018-08-07 16:09:35 UTC,2018-08-14 16:36:19 UTC,research,,https://www.inaturalist.org/observations/15199229,https://static.inaturalist.org/photos/22735604/medium.jpeg,,,Swooping and gliding over farmland. Woods nearby,3,0,False,2.0,"England, GB",51.7515598366,-0.5790115927,263.0,26164,,obscured,True,gps,gps,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.7515598366,-0.5790115927,2018-08-01,photo_15.png
15327054,2017/09/23,2017-09-23,,Eastern Time (US & Canada),286459,kevinemetcalf,2018-08-11 20:08:31 UTC,2018-08-23 00:03:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/15327054,https://inaturalist-open-data.s3.amazonaws.com/photos/22953616/medium.jpg,,,,2,0,False,,"England, GB",51.5757398624,-0.563530182,31.0,26196,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.5757398624,-0.563530182,2017-09-23,photo_16.png
16356750,Sun Sep 09 2018 17:12:07 GMT+0100 (GMT+1),2018-09-09,2018-09-09 15:12:07 UTC,Amsterdam,869297,petercwray,2018-09-09 16:13:35 UTC,2018-09-22 09:07:14 UTC,research,,https://www.inaturalist.org/observations/16356750,https://static.inaturalist.org/photos/24589068/medium.jpg,,,,3,0,False,3.0,"England, GB",51.8584167934,-0.7393463531,1478.0,26132,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.8584167934,-0.7393463531,2018-09-09,photo_17.png
16874466,Mon Sep 24 2018 11:04:48 GMT+0100 (GMT+1),2018-09-24,2018-09-24 09:04:48 UTC,Amsterdam,6743,lhiggins,2018-09-24 17:00:54 UTC,2018-09-24 21:33:17 UTC,research,CC-BY,https://www.inaturalist.org/observations/16874466,https://static.inaturalist.org/photos/25486590/medium.jpg,,,,2,0,False,3.0,"England, GB",51.5070231165,-1.1469090751,73.0,26196,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.5070231165,-1.1469090751,2018-09-24,photo_18.png
17662023,2018-10-19 12:22:38 pm GMT+01:00,2018-10-19,2018-10-19 10:22:38 UTC,Amsterdam,1242584,cattanachclan,2018-10-19 23:53:05 UTC,2018-10-20 07:45:17 UTC,research,,https://www.inaturalist.org/observations/17662023,https://static.inaturalist.org/photos/26911989/medium.jpeg,,,Redish feathers. Whistling call. Tail almost forked.,1,0,False,2.0,"England, GB",51.5668568855,-0.9747741436,,26196,,obscured,True,gps,gps,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.5668568855,-0.9747741436,2018-10-19,photo_19.png
19247115,Thu Dec 27 2018 08:40:57 GMT+0000 (GMT),2018-12-27,2018-12-27 08:40:57 UTC,UTC,1367983,brett_furnas,2018-12-27 10:05:08 UTC,2018-12-27 11:45:34 UTC,research,,https://www.inaturalist.org/observations/19247115,https://static.inaturalist.org/photos/29571947/medium.jpg,,,Poor lighting but note red breast and gray head. Saw forked tail in flight and heard wee oh vocalization  ,1,0,False,3.0,"Buckinghamshire, England, GB",51.8371548547,-0.9555018325,0.0,26132,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.8371548547,-0.9555018325,2018-12-27,photo_20.png
19354857,2019-01-01 3:12:51 pm GMT,2019-01-01,2019-01-01 15:12:51 UTC,UTC,1297023,rachel467,2019-01-01 17:09:58 UTC,2019-01-01 20:18:59 UTC,research,,https://www.inaturalist.org/observations/19354857,https://static.inaturalist.org/photos/29762735/medium.jpg,,,Four red kites circling above the downs. ,3,0,False,2.0,"England, GB",51.8503681102,-0.7240135831,,26132,,obscured,True,gps,gps,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.8503681102,-0.7240135831,2019-01-01,photo_21.png
20137235,Tue Feb 05 2019 15:09:42 GMT+0000 (GMT),2019-02-05,2019-02-05 15:09:42 UTC,UTC,1193977,tpickles8,2019-02-05 21:31:47 UTC,2019-02-06 07:52:06 UTC,research,,https://www.inaturalist.org/observations/20137235,https://static.inaturalist.org/photos/31056980/medium.jpg,,,,3,0,False,3.0,"England, GB",51.5744245633,-0.6204186526,4.0,26196,,obscured,True,,,Milan royal,Milvus milvus,Rotmilan,Aves,5267,51.5744245633,-0.6204186526,2019-02-05,photo_22.png
20484988,Sat Feb 02 2019 16:23:28 GMT+0100 (GMT+1),2019-02-02,2019-02-02 15:23:28 UTC,Amsterdam,1465732,falcons4life,2019-02-19 09:48:08 UTC,2019-02-23 09:14:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/20484988,https://inaturalist-open-data.s3.amazonaws.com/photos/31613197/medium.jpg,,,,5,0,False,3.0,"England, GB",51.5778490625,-0.7061832225,6688.0,26196,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.5778490625,-0.7061832225,2019-02-02,photo_23.png
20788399,2013/10/05 7:01 PM SST,2013-10-05,2013-10-05 05:01:00 UTC,Samoa,1477605,batworker,2019-02-26 21:35:13 UTC,2019-03-03 15:52:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/20788399,https://inaturalist-open-data.s3.amazonaws.com/photos/32060011/medium.jpg,,,,4,0,False,,"England, GB",51.7817176255,-0.726752821,100.0,26164,,obscured,True,,,Красный коршун,Milvus milvus,Rotmilan,Aves,5267,51.7817176255,-0.726752821,2013-10-05,photo_24.png
21352305,Mon Mar 18 2019 08:19:28 GMT+0000 (GMT),2019-03-18,2019-03-18 08:19:28 UTC,UTC,1475038,kevinwoo10,2019-03-18 08:19:53 UTC,2019-10-06 08:34:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21352305,https://inaturalist-open-data.s3.amazonaws.com/photos/33025076/medium.jpg,,,,4,1,False,3.0,"England, GB",51.5854408045,-0.8376102738,65.0,26196,,obscured,True,,,Milan royal,Milvus milvus,Rotmilan,Aves,5267,51.5854408045,-0.8376102738,2019-03-18,photo_25.png
21767472,Sun Mar 24 2019 16:50:55 GMT-0700 (PDT),2019-03-24,2019-03-24 23:50:55 UTC,Pacific Time (US & Canada),1402016,mrjoemorgan,2019-03-30 05:03:33 UTC,2019-04-02 11:00:48 UTC,research,,https://www.inaturalist.org/observations/21767472,https://static.inaturalist.org/photos/33714452/medium.jpg,,,,4,0,False,3.0,"Buckinghamshire, England, GB",51.7001647951,-0.7360811594,59.0,26164,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.7001647951,-0.7360811594,2019-03-24,photo_26.png
21887504,2019/02/19 6:32 PM GMT,2019-02-19,2019-02-19 18:32:00 UTC,London,662120,philipmarkosso,2019-04-01 21:45:46 UTC,2021-08-11 13:24:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21887504,https://inaturalist-open-data.s3.amazonaws.com/photos/33911564/medium.jpg,,,,2,0,False,,"England, GB",51.8106186983,-0.4664801899,52.0,26132,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.8106186983,-0.4664801899,2019-02-19,photo_27.png
22020541,Fri Apr 05 2019 11:47:17 GMT+0100 (GMT+1),2019-04-05,2019-04-05 09:47:17 UTC,Amsterdam,1475038,kevinwoo10,2019-04-05 12:04:06 UTC,2019-04-05 12:49:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22020541,https://inaturalist-open-data.s3.amazonaws.com/photos/34128548/medium.jpg,,,,3,1,False,3.0,"England, GB",51.499393302,-0.9684955902,24.0,26196,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.499393302,-0.9684955902,2019-04-05,photo_28.png
22472231,2018/09/23 3:47 PM CDT,2018-09-23,2018-09-23 20:47:00 UTC,Central Time (US & Canada),1288418,daleheinert,2019-04-14 17:41:15 UTC,2019-04-14 17:56:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22472231,https://inaturalist-open-data.s3.amazonaws.com/photos/34810909/medium.jpeg,,,,3,0,False,,"Buckinghamshire, England, GB",51.6924917669,-0.8193494094,31.0,26164,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.6924917669,-0.8193494094,2018-09-23,photo_29.png
22765604,2019-04-20 6:27:44 pm BST,2019-04-20,2019-04-20 18:27:44 UTC,UTC,1640141,sgpole,2019-04-20 17:44:50 UTC,2019-04-20 17:45:08 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/22765604,https://inaturalist-open-data.s3.amazonaws.com/photos/35280080/medium.jpeg,,,,0,0,False,2.0,"Buckinghamshire, England, GB",51.7951610029,-0.6939872674,,26164,,obscured,True,gps,gps,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.7951610029,-0.6939872674,2019-04-20,photo_30.png
22899430,Mon Apr 22 2019 12:36:51 GMT+0100 (GMT+1),2019-04-22,2019-04-22 10:36:51 UTC,Amsterdam,1614389,grahamfoster,2019-04-22 19:21:52 UTC,2019-06-01 22:21:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22899430,https://inaturalist-open-data.s3.amazonaws.com/photos/35495100/medium.jpg,,,,3,1,False,3.0,"England, GB",51.5427789013,-0.4959271291,5.0,26196,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.5427789013,-0.4959271291,2019-04-22,photo_31.png
23321154,2019-04-25 9:39:52 am BST,2019-04-25,2019-04-25 09:39:52 UTC,UTC,1680246,donnamainwaring,2019-04-27 06:55:29 UTC,2021-11-03 00:26:23 UTC,research,,https://www.inaturalist.org/observations/23321154,https://static.inaturalist.org/photos/36134369/medium.jpeg,,,,2,0,False,2.0,"England, GB",51.8264709041,-0.4829744026,17.0,26132,,obscured,True,gps,gps,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.8264709041,-0.4829744026,2019-04-25,photo_32.png
24837326,Thu May 09 2019 15:43:13 GMT+0100 (GMT+1),2019-05-09,2019-05-09 13:43:13 UTC,Amsterdam,289,michaeleconomy,2019-05-09 14:43:57 UTC,2019-05-09 15:59:02 UTC,research,,https://www.inaturalist.org/observations/24837326,https://static.inaturalist.org/photos/38415291/medium.jpg,,,,1,0,False,3.0,"Oxfordshire, England, GB",51.5529983837,-1.1380600933,50.0,26196,,obscured,True,,,Milan royal,Milvus milvus,Rotmilan,Aves,5267,51.5529983837,-1.1380600933,2019-05-09,photo_33.png
25008950,Sun May 12 2019 18:57:41 GMT+0100 (GMT+1),2019-05-12,2019-05-12 16:57:41 UTC,Amsterdam,691005,tiliquait,2019-05-12 17:57:56 UTC,2019-05-12 18:21:11 UTC,research,,https://www.inaturalist.org/observations/25008950,https://static.inaturalist.org/photos/38696525/medium.jpg,,,,1,0,False,3.0,"England, GB",51.8205434609,-0.7400015297,5.0,26132,,obscured,True,,,Roter Milan,Milvus milvus,Rotmilan,Aves,5267,51.8205434609,-0.7400015297,2019-05-12,photo_34.png
25216243,Thu May 16 2019 12:09:06 GMT+0100 (GMT+1),2019-05-16,2019-05-16 10:09:06 UTC,Amsterdam,1702447,pnosbloom,2019-05-16 15:40:48 UTC,2019-05-16 18:11:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/25216243,https://inaturalist-open-data.s3.amazonaws.com/photos/39034711/medium.jpg,,,,2,0,False,3.0,"England, GB",51.572289715,-0.583031485,5.0,26196,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.572289715,-0.583031485,2019-05-16,photo_35.png
25672391,2018/10/26 11:48 PM UTC,2018-10-26,,UTC,652403,janethychik,2019-05-24 13:35:14 UTC,2019-05-24 13:50:33 UTC,research,,https://www.inaturalist.org/observations/25672391,https://static.inaturalist.org/photos/39789979/medium.jpg,,"Bird, Red kite, Milvus milvus, 紅鳶",,2,0,False,,"England, GB",51.543365593,-0.7330779649,177.0,26196,,obscured,True,,,Roter Milan,Milvus milvus,Rotmilan,Aves,5267,51.543365593,-0.7330779649,2018-10-26,photo_36.png
26065135,Thu May 30 2019 11:26:12 GMT+0100 (GMT+1),2019-05-30,2019-05-30 09:26:12 UTC,Amsterdam,1702447,pnosbloom,2019-05-30 16:26:17 UTC,2019-05-30 16:30:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/26065135,https://inaturalist-open-data.s3.amazonaws.com/photos/40439891/medium.jpg,,,,1,0,False,3.0,"Hertfordshire, England, GB",51.683129191,-0.4449192696,5.0,26164,,obscured,True,,,Roter Milan,Milvus milvus,Rotmilan,Aves,5267,51.683129191,-0.4449192696,2019-05-30,photo_37.png
26074889,Thu May 30 2019 20:19:35 GMT+0100 (GMT+1),2019-05-30,2019-05-30 18:19:35 UTC,Amsterdam,869297,petercwray,2019-05-30 19:20:30 UTC,2019-06-01 17:12:24 UTC,research,,https://www.inaturalist.org/observations/26074889,https://static.inaturalist.org/photos/40454909/medium.jpg,,,,2,0,False,3.0,"England, GB",51.8499255555,-0.6094490419,32.0,26132,,obscured,True,,,Roter Milan,Milvus milvus,Rotmilan,Aves,5267,51.8499255555,-0.6094490419,2019-05-30,photo_38.png
26442434,2019-06-05 3:30:00 pm BST,2019-06-05,2019-06-05 15:30:00 UTC,UTC,1744885,freyjabrown,2019-06-05 15:16:23 UTC,2020-02-26 14:06:25 UTC,research,,https://www.inaturalist.org/observations/26442434,https://static.inaturalist.org/photos/41060662/medium.jpg,,,,3,0,False,2.0,"England, GB",51.5124508589,-0.9057580829,4.0,26196,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.5124508589,-0.9057580829,2019-06-05,photo_39.png
26501078,2019-06-06 3:30:00 pm BST,2019-06-06,2019-06-06 15:30:00 UTC,UTC,1744885,freyjabrown,2019-06-06 16:41:19 UTC,2020-02-26 14:06:05 UTC,research,,https://www.inaturalist.org/observations/26501078,https://static.inaturalist.org/photos/41155915/medium.jpg,,,,3,0,False,2.0,"England, GB",51.4853148546,-0.8877798651,8.0,26196,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.4853148546,-0.8877798651,2019-06-06,photo_40.png
26560107,2019-06-07 5:30:00 pm BST,2019-06-07,2019-06-07 17:30:00 UTC,UTC,1744885,freyjabrown,2019-06-07 17:26:27 UTC,2020-02-26 14:05:57 UTC,research,,https://www.inaturalist.org/observations/26560107,https://static.inaturalist.org/photos/41250898/medium.jpg,,,,3,0,False,2.0,"England, GB",51.5722185446,-0.8365951835,6.0,26196,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.5722185446,-0.8365951835,2019-06-07,photo_41.png
26612816,2019-06-08 4:00:00 pm BST,2019-06-08,2019-06-08 16:00:00 UTC,UTC,1744885,freyjabrown,2019-06-08 16:06:28 UTC,2020-02-26 14:05:50 UTC,research,,https://www.inaturalist.org/observations/26612816,https://static.inaturalist.org/photos/41334936/medium.jpg,,,,2,0,False,2.0,"England, GB",51.4817537676,-0.9650237016,6.0,26196,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.4817537676,-0.9650237016,2019-06-08,photo_42.png
26744937,2019-06-09 5:30:00 pm BST,2019-06-09,2019-06-09 17:30:00 UTC,UTC,1744885,freyjabrown,2019-06-10 13:44:06 UTC,2020-02-26 14:05:44 UTC,research,,https://www.inaturalist.org/observations/26744937,https://static.inaturalist.org/photos/41546891/medium.jpg,,,,3,0,False,2.0,"England, GB",51.5027451278,-0.8106899022,12.0,26196,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.5027451278,-0.8106899022,2019-06-09,photo_43.png
27080991,2019/06/15 9:05 AM BST,2019-06-15,2019-06-15 08:05:00 UTC,London,1029261,birdmanuk68,2019-06-16 12:01:44 UTC,2020-06-28 01:05:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/27080991,https://inaturalist-open-data.s3.amazonaws.com/photos/42099056/medium.jpg,,"Birds, Raptors, Woodoaks Farm, Hertfordshire, UK",,2,0,False,,"England, GB",51.7409240858,-0.5543585372,31.0,26164,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.7409240858,-0.5543585372,2019-06-15,photo_44.png
27083302,2019-06-16 1:54:03 p.m. BST,2019-06-16,2019-06-16 13:54:03 UTC,UTC,1866606,tomaugust,2019-06-16 12:55:08 UTC,2021-06-15 09:29:05 UTC,research,CC0,https://www.inaturalist.org/observations/27083302,https://static.inaturalist.org/photos/42102224/medium.jpeg,,,,1,0,False,2.0,"Oxfordshire, England, GB",51.5750535416,-1.1349565145,,26196,,obscured,True,gps,gps,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.5750535416,-1.1349565145,2019-06-16,photo_45.png
27167346,Mon Jun 17 2019 19:05:17 GMT+0100 (GMT+1),2019-06-17,2019-06-17 17:05:17 UTC,Amsterdam,1475038,kevinwoo10,2019-06-17 18:44:18 UTC,2019-06-17 18:44:30 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/27167346,https://inaturalist-open-data.s3.amazonaws.com/photos/42240564/medium.jpg,,,,0,0,False,3.0,"England, GB",51.5680201866,-0.9487306264,6.0,26196,,obscured,True,,,,Milvus milvus,Rotmilan,Aves,5267,51.5680201866,-0.9487306264,2019-06-17,photo_46.png
28456512,2019-07-06 1:27:23 pm BST,2019-07-06,2019-07-06 13:27:23 UTC,UTC,1744885,freyjabrown,2019-07-08 20:33:17 UTC,2020-02-26 13:59:32 UTC,research,,https://www.inaturalist.org/observations/28456512,https://static.inaturalist.org/photos/44360461/medium.jpeg,,,,3,0,False,2.0,"England, GB",51.5835960259,-0.9717041653,9.0,26196,,obscured,True,gps,gps,Roter Milan,Milvus milvus,Rotmilan,Aves,5267,51.5835960259,-0.9717041653,2019-07-06,photo_47.png
28796067,2019-07-14 3:19:42 pm BST,2019-07-14,2019-07-14 15:19:42 UTC,UTC,1981983,martinwild,2019-07-14 14:21:06 UTC,2019-07-15 07:10:57 UTC,research,,https://www.inaturalist.org/observations/28796067,https://static.inaturalist.org/photos/44911983/medium.jpeg,,,,3,0,False,2.0,"England, GB",51.5653007397,-0.6548944362,9.0,26196,,obscured,True,,,Roter Milan,Milvus milvus,Rotmilan,Aves,5267,51.5653007397,-0.6548944362,2019-07-14,photo_48.png
28796414,2019-07-14 3:27:26 pm BST,2019-07-14,2019-07-14 15:27:26 UTC,UTC,1981983,martinwild,2019-07-14 14:28:00 UTC,2019-07-15 07:15:19 UTC,research,,https://www.inaturalist.org/observations/28796414,https://static.inaturalist.org/photos/44912575/medium.jpeg,,,Any ideas? ,2,0,False,2.0,"England, GB",51.5175812651,-0.7664531397,4.0,26196,,obscured,True,,,Red Kite,Milvus milvus,Rotmilan,Aves,5267,51.5175812651,-0.7664531397,2019-07-14,photo_49.png
28797751,2019-07-14 3:46:23 pm BST,2019-07-14,2019-07-14 15:46:23 UTC,UTC,1981983,martinwild,2019-07-14 14:48:16 UTC,2019-08-09 13:27:17 UTC,research,,https://www.inaturalist.org/observations/28797751,https://static.inaturalist.org/photos/44914534/medium.jpeg,,,,4,0,False,2.0,"England, GB",51.5008613216,-0.7117855754,4.0,26196,,obscured,True,,,Roter Milan,Milvus milvus,Rotmilan,Aves,5267,51.5008613216,-0.7117855754,2019-07-14,photo_50.png
29057418,2019/06/20 12:14 PM SAST,2019-06-20,2019-06-20 10:14:00 UTC,Africa/Johannesburg,97441,ryanvanhuyssteen,2019-07-18 15:02:46 UTC,2019-09-27 16:12:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/29057418,https://inaturalist-open-data.s3.amazonaws.com/photos/45328504/medium.jpg,,,,4,0,False,,"England, GB",51.4852808066,-0.5067943264,2246.0,26196,,obscured,True,,,Nibbio reale,Milvus milvus,Rotmilan,Aves,5267,51.4852808066,-0.5067943264,2019-06-20,photo_51.png
